,Name,White_percentage,African_percentage,Asian_percentage,Native_percentage
1679,"Deuel County, Nebraska",92.97999999999999,0.05,0.33,0.7100000000000001
1680,"Dixon County, Nebraska",84.46000000000001,0.32,0.38999999999999996,0.59
1681,"Dodge County, Nebraska",82.19,0.67,0.5499999999999999,0.9400000000000001
1682,"Douglas County, Nebraska",68.16,11.07,4.760000000000001,0.9900000000000001
1683,"Dundy County, Nebraska",91.05,0.42,0.06,1.21
1684,"Fillmore County, Nebraska",94.16,0.4,0.22999999999999998,0.38
1685,"Franklin County, Nebraska",95.54,0.21,0.59,0.21
1686,"Frontier County, Nebraska",94.32000000000001,0.6799999999999999,0.0,0.24
1687,"Furnas County, Nebraska",92.60000000000001,0.19,0.13,0.67
1688,"Gage County, Nebraska",93.52000000000001,0.65,0.45999999999999996,0.45999999999999996
1689,"Garden County, Nebraska",93.28,0.37,0.11,0.21
1690,"Garfield County, Nebraska",96.97,0.16999999999999998,0.0,0.16999999999999998
1691,"Gosper County, Nebraska",93.93,0.21,0.58,0.21
1692,"Grant County, Nebraska",94.93,0.8200000000000001,0.16,1.96
1693,"Greeley County, Nebraska",96.07,0.05,0.27,0.22999999999999998
1694,"Hall County, Nebraska",69.48,3.05,1.16,1.4500000000000002
1695,"Hamilton County, Nebraska",94.33,0.29,0.16,0.42
1696,"Harlan County, Nebraska",95.22,0.06999999999999999,0.36,0.52
1697,"Hayes County, Nebraska",89.72,0.0,0.22999999999999998,0.58
1698,"Hitchcock County, Nebraska",95.45,0.04,0.08,0.0
1699,"Holt County, Nebraska",93.41000000000001,0.43,0.51,0.52
1700,"Hooker County, Nebraska",93.53,0.5599999999999999,0.13999999999999999,0.7000000000000001
1701,"Howard County, Nebraska",95.75,0.22,0.19,0.42
1702,"Jefferson County, Nebraska",92.14,0.27999999999999997,0.21,0.62
1703,"Johnson County, Nebraska",79.14999999999999,5.96,1.44,0.98
1704,"Kearney County, Nebraska",92.09,0.05,0.18,0.27999999999999997
1705,"Keith County, Nebraska",90.09,0.22999999999999998,0.5499999999999999,0.42
1706,"Keya Paha County, Nebraska",95.84,0.0,0.0,0.26
1707,"Kimball County, Nebraska",90.91,0.03,0.44,1.22
1708,"Knox County, Nebraska",83.64,0.19,0.33,11.450000000000001
1709,"Lancaster County, Nebraska",80.11,4.2700000000000005,4.37,0.83
1710,"Lincoln County, Nebraska",88.47,1.23,0.9400000000000001,0.62
1711,"Logan County, Nebraska",94.41000000000001,0.0,0.5599999999999999,0.13999999999999999
1712,"Loup County, Nebraska",93.08,0.0,0.16999999999999998,0.0
1713,"McPherson County, Nebraska",94.74000000000001,0.0,0.5,1.0
1714,"Madison County, Nebraska",81.21000000000001,1.16,1.26,1.5
1715,"Merrick County, Nebraska",91.93,0.5700000000000001,0.42,0.48
1716,"Morrill County, Nebraska",85.45,0.44,0.45999999999999996,1.1900000000000002
1717,"Nance County, Nebraska",95.39,0.12,0.18,0.41000000000000003
1718,"Nemaha County, Nebraska",93.33,0.9299999999999999,0.47000000000000003,0.47000000000000003
1719,"Nuckolls County, Nebraska",94.31,0.15,0.1,0.1
1720,"Otoe County, Nebraska",89.07000000000001,0.5599999999999999,0.5700000000000001,0.48
1721,"Pawnee County, Nebraska",96.74000000000001,0.16,0.0,0.27999999999999997
1722,"Perkins County, Nebraska",93.07,0.35000000000000003,0.11,0.11
1723,"Phelps County, Nebraska",92.4,0.38999999999999996,0.31,0.4
1724,"Pierce County, Nebraska",95.57,0.42,0.22,0.3
1725,"Platte County, Nebraska",78.53,1.09,0.6,0.89
1726,"Polk County, Nebraska",92.02,0.21,0.04,0.44
1727,"Red Willow County, Nebraska",90.96,1.06,0.36,0.47000000000000003
1728,"Richardson County, Nebraska",90.85,0.31,0.45999999999999996,2.87
1729,"Rock County, Nebraska",96.91,0.24,0.0,0.08
1730,"Saline County, Nebraska",69.22,0.96,1.94,1.43
1731,"Sarpy County, Nebraska",80.02,3.91,2.52,0.53
1732,"Saunders County, Nebraska",93.8,0.36,0.38999999999999996,0.38
1733,"Scotts Bluff County, Nebraska",78.33,0.8,0.7799999999999999,2.13
1734,"Seward County, Nebraska",94.08,0.6,0.32,0.32
1735,"Sheridan County, Nebraska",80.81,0.29,0.59,11.04
1736,"Sherman County, Nebraska",94.86,0.33999999999999997,0.16999999999999998,0.54
1737,"Sioux County, Nebraska",93.83,0.0,0.35000000000000003,0.18
1738,"Stanton County, Nebraska",90.86,0.38,0.31,0.5499999999999999
1739,"Thayer County, Nebraska",95.69,0.2,0.2,0.3
1740,"Thomas County, Nebraska",94.17,0.0,0.15,0.6
1741,"Thurston County, Nebraska",36.54,0.35000000000000003,0.13,58.76
1742,"Valley County, Nebraska",95.22,0.37,0.25,0.25
1743,"Washington County, Nebraska",93.54,0.35000000000000003,0.48,0.18
1744,"Wayne County, Nebraska",82.74000000000001,3.62,1.26,0.63
1745,"Webster County, Nebraska",93.08,0.41000000000000003,0.27,0.47000000000000003
1746,"Wheeler County, Nebraska",95.74000000000001,0.0,0.0,0.38999999999999996
1747,"York County, Nebraska",90.53999999999999,1.23,0.67,0.62
1748,"Churchill County, Nevada",73.35000000000001,1.7999999999999998,2.67,4.6
1749,"Clark County, Nevada",44.86,12.659999999999998,10.489999999999998,1.05
1750,"Douglas County, Nevada",81.45,0.49,1.8900000000000001,2.0500000000000003
1751,"Elko County, Nevada",69.71000000000001,0.97,1.11,5.3100000000000005
1752,"Esmeralda County, Nevada",75.17,0.5499999999999999,0.8200000000000001,4.12
1753,"Eureka County, Nevada",85.00999999999999,0.16,0.22,1.1900000000000002
1754,"Humboldt County, Nevada",69.78999999999999,0.8500000000000001,0.95,4.03
1755,"Lander County, Nevada",74.68,0.21,0.47000000000000003,4.67
1756,"Lincoln County, Nevada",87.8,3.8,0.47000000000000003,0.65
1757,"Lyon County, Nevada",75.64999999999999,0.8999999999999999,1.6500000000000001,2.31
1758,"Mineral County, Nevada",65.9,3.62,1.43,17.24
1759,"Nye County, Nevada",75.89,3.05,2.06,1.5699999999999998
1760,"Pershing County, Nevada",66.99000000000001,4.84,1.7000000000000002,3.5000000000000004
1761,"Storey County, Nevada",83.5,0.59,1.63,1.0999999999999999
1762,"Washoe County, Nevada",64.09,2.53,5.92,1.8499999999999999
1763,"White Pine County, Nevada",74.3,4.87,1.17,4.42
1764,"Carson City, Nevada",67.96,1.95,2.42,2.4899999999999998
1765,"Belknap County, New Hampshire",92.83,0.5599999999999999,0.9199999999999999,0.2
1766,"Carroll County, New Hampshire",94.19999999999999,0.27,0.72,0.22
1767,"Cheshire County, New Hampshire",91.43,0.9299999999999999,1.41,0.22
1768,"Coos County, New Hampshire",92.57,1.68,0.65,0.3
1769,"Grafton County, New Hampshire",89.19,0.8999999999999999,3.15,0.24
1770,"Hillsborough County, New Hampshire",82.82000000000001,2.59,3.91,0.24
1771,"Merrimack County, New Hampshire",90.02,1.72,1.97,0.24
1772,"Rockingham County, New Hampshire",90.94,0.73,2.01,0.15
1773,"Strafford County, New Hampshire",88.53999999999999,1.16,3.44,0.24
1774,"Sullivan County, New Hampshire",91.53999999999999,0.47000000000000003,0.9400000000000001,0.36
1775,"Atlantic County, New Jersey",57.11000000000001,15.120000000000001,7.9399999999999995,0.45999999999999996
1776,"Bergen County, New Jersey",56.89999999999999,5.74,16.6,0.48
1777,"Burlington County, New Jersey",65.61,16.830000000000002,5.680000000000001,0.25
1778,"Camden County, New Jersey",56.010000000000005,19.32,6.23,0.47000000000000003
1779,"Cape May County, New Jersey",85.59,3.74,0.95,0.27
1780,"Cumberland County, New Jersey",48.4,18.54,1.37,1.55
1781,"Essex County, New Jersey",30.270000000000003,38.79,5.510000000000001,0.53
1782,"Gloucester County, New Jersey",76.19,10.91,3.16,0.24
1783,"Hudson County, New Jersey",34.29,10.97,17.18,1.02
1784,"Hunterdon County, New Jersey",82.82000000000001,2.46,4.43,0.22
1785,"Mercer County, New Jersey",46.07,19.36,12.53,0.63
1786,"Middlesex County, New Jersey",41.91,9.77,26.51,0.54
1787,"Monmouth County, New Jersey",73.97,6.39,5.64,0.37
1788,"Morris County, New Jersey",69.67,3.27,11.4,0.32
1789,"Ocean County, New Jersey",83.81,2.9899999999999998,1.81,0.35000000000000003
1790,"Passaic County, New Jersey",43.8,11.03,5.89,1.22
1791,"Salem County, New Jersey",71.87,14.71,1.03,0.53
1792,"Somerset County, New Jersey",53.71,9.22,19.49,0.44
1793,"Sussex County, New Jersey",84.50999999999999,2.1399999999999997,2.08,0.22999999999999998
1794,"Union County, New Jersey",41.120000000000005,20.39,5.64,0.7000000000000001
1795,"Warren County, New Jersey",79.24,5.38,2.68,0.2
1796,"Bernalillo County, New Mexico",52.21,3.16,2.9899999999999998,5.65
1797,"Catron County, New Mexico",82.73,1.03,0.22,1.6500000000000001
1798,"Chaves County, New Mexico",56.25,1.8800000000000001,1.02,1.39
1799,"Cibola County, New Mexico",29.74,1.05,0.77,45.050000000000004
1800,"Colfax County, New Mexico",65.69,0.29,0.49,1.7000000000000002
1801,"Curry County, New Mexico",57.67,5.99,1.67,1.31
1802,"De Baca County, New Mexico",76.44,0.47000000000000003,0.65,0.59
1803,"Doña Ana County, New Mexico",47.46,1.8599999999999999,1.23,1.8599999999999999
1804,"Eddy County, New Mexico",58.199999999999996,1.5699999999999998,0.96,1.48
1805,"Grant County, New Mexico",64.81,1.0999999999999999,0.72,2.09
1806,"Guadalupe County, New Mexico",46.43,1.66,1.1199999999999999,1.39
1807,"Harding County, New Mexico",65.14999999999999,0.61,0.0,1.0699999999999998
1808,"Hidalgo County, New Mexico",63.55,0.33999999999999997,0.33999999999999997,0.96
1809,"Lea County, New Mexico",46.07,3.7600000000000002,0.89,1.3
1810,"Lincoln County, New Mexico",70.37,0.43,0.8,2.92
1811,"Los Alamos County, New Mexico",74.74,0.86,6.38,0.8099999999999999
1812,"Luna County, New Mexico",50.33,1.2,0.69,1.35
1813,"McKinley County, New Mexico",10.48,0.48,1.3,78.11
1814,"Mora County, New Mexico",48.22,0.33,0.38,2.67
1815,"Otero County, New Mexico",56.26,3.92,1.5599999999999998,7.340000000000001
1816,"Quay County, New Mexico",70.67,1.26,0.5599999999999999,1.5699999999999998
1817,"Rio Arriba County, New Mexico",34.35,0.51,0.63,17.169999999999998
1818,"Roosevelt County, New Mexico",62.06,2.63,0.9900000000000001,1.27
1819,"Sandoval County, New Mexico",54.769999999999996,2.2399999999999998,1.71,12.31
1820,"San Juan County, New Mexico",41.44,0.59,0.75,41.120000000000005
1821,"San Miguel County, New Mexico",45.519999999999996,1.27,0.5700000000000001,2.01
1822,"Santa Fe County, New Mexico",57.43000000000001,0.91,1.53,3.5900000000000003
1823,"Sierra County, New Mexico",76.14999999999999,0.8,1.08,2.08
1824,"Socorro County, New Mexico",48.8,1.06,1.87,13.170000000000002
1825,"Taos County, New Mexico",55.33,0.5,0.61,6.64
1826,"Torrance County, New Mexico",65.14999999999999,0.88,0.36,2.5700000000000003
1827,"Union County, New Mexico",66.49000000000001,1.6199999999999999,0.16999999999999998,2.06
1828,"Valencia County, New Mexico",51.76,1.28,0.59,4.2700000000000005
1829,"Albany County, New York",68.44,13.719999999999999,7.7700000000000005,0.27
1830,"Allegany County, New York",91.60000000000001,1.78,0.8200000000000001,0.2
1831,"Bronx County, New York",14.099999999999998,33.08,4.72,1.46
1832,"Broome County, New York",79.86,6.38,4.72,0.27999999999999997
1833,"Cattaraugus County, New York",88.42999999999999,1.35,0.74,3.51
1834,"Cayuga County, New York",87.89,3.82,0.51,0.41000000000000003
1835,"Chautauqua County, New York",85.65,2.63,0.64,0.53
1836,"Chemung County, New York",83.74000000000001,6.32,1.7000000000000002,0.29
1837,"Chenango County, New York",92.19000000000001,0.76,0.52,0.27
1838,"Clinton County, New York",87.85,3.83,1.22,0.36
1839,"Columbia County, New York",83.7,4.15,2.32,0.31
1840,"Cortland County, New York",88.12,1.91,2.1999999999999997,0.27
1841,"Delaware County, New York",89.07000000000001,2.42,1.0999999999999999,0.33
1842,"Dutchess County, New York",70.04,10.91,3.64,0.44
1843,"Erie County, New York",72.68,14.13,4.859999999999999,0.59
1844,"Essex County, New York",91.23,1.81,0.61,0.21
1845,"Franklin County, New York",82.09,3.8899999999999997,0.4,8.709999999999999
1846,"Fulton County, New York",89.59,2.0,0.65,0.22999999999999998
1847,"Genesee County, New York",88.27000000000001,2.4699999999999998,0.7100000000000001,0.72
1848,"Greene County, New York",84.48,4.95,1.06,0.33999999999999997
1849,"Hamilton County, New York",93.7,0.61,0.24,0.27
1850,"Herkimer County, New York",91.86,1.26,0.62,0.18
1851,"Jefferson County, New York",82.46,5.75,1.9300000000000002,0.51
1852,"Kings County, New York",37.6,28.22,13.66,0.75
1853,"Lewis County, New York",94.5,0.41000000000000003,0.29,0.21
1854,"Livingston County, New York",89.66,1.9300000000000002,1.06,0.22999999999999998
1855,"Madison County, New York",90.42999999999999,1.6500000000000001,1.0,0.69
1856,"Monroe County, New York",68.62,15.65,4.3,0.27999999999999997
1857,"Montgomery County, New York",81.17999999999999,2.56,0.9900000000000001,0.32
1858,"Nassau County, New York",58.550000000000004,10.979999999999999,11.76,0.44999999999999996
1859,"New York County, New York",50.029999999999994,13.54,13.100000000000001,0.59
1860,"Niagara County, New York",82.67999999999999,7.870000000000001,1.16,1.1400000000000001
1861,"Oneida County, New York",79.72,6.97,4.58,0.3
1862,"Onondaga County, New York",74.13,11.95,4.25,0.7100000000000001
1863,"Ontario County, New York",87.92999999999999,2.37,1.23,0.24
1864,"Orange County, New York",61.82,11.35,3.0,0.74
1865,"Orleans County, New York",85.87,4.84,0.38,0.5499999999999999
1866,"Oswego County, New York",91.27,1.35,0.74,0.43
1867,"Otsego County, New York",89.53999999999999,2.1999999999999997,1.41,0.21
1868,"Putnam County, New York",77.21000000000001,2.9000000000000004,2.2800000000000002,0.44
1869,"Queens County, New York",25.840000000000003,16.76,27.46,1.27
1870,"Rensselaer County, New York",78.71000000000001,7.99,3.5900000000000003,0.27
1871,"Richmond County, New York",59.61,10.5,11.959999999999999,0.73
1872,"Rockland County, New York",63.519999999999996,10.51,6.11,0.51
1873,"St. Lawrence County, New York",89.89,2.83,1.02,1.0999999999999999
1874,"Saratoga County, New York",87.59,1.72,3.18,0.19
1875,"Schenectady County, New York",68.01,10.96,5.29,0.7100000000000001
1876,"Schoharie County, New York",91.24,1.03,0.7100000000000001,0.27999999999999997
1877,"Schuyler County, New York",93.58999999999999,0.5599999999999999,0.6,0.27999999999999997
1878,"Seneca County, New York",87.94,4.18,0.8,0.48
1879,"Steuben County, New York",90.78,1.5699999999999998,1.7500000000000002,0.25
1880,"Suffolk County, New York",67.03,7.489999999999999,4.31,0.6
1881,"Sullivan County, New York",71.28,8.67,2.03,0.53
1882,"Tioga County, New York",91.96,0.9299999999999999,0.7799999999999999,0.16
1883,"Tompkins County, New York",74.39,4.35,9.959999999999999,0.33
1884,"Ulster County, New York",77.94,6.08,2.12,0.45999999999999996
1885,"Warren County, New York",91.14,1.22,1.15,0.26
1886,"Washington County, New York",89.98,2.8000000000000003,0.53,0.27999999999999997
1887,"Wayne County, New York",88.16000000000001,2.81,0.53,0.29
1888,"Westchester County, New York",53.080000000000005,14.05,6.54,0.74
1889,"Wyoming County, New York",88.92999999999999,4.93,0.54,0.24
1890,"Yates County, New York",93.91000000000001,0.65,0.38,0.2
1891,"Alamance County, North Carolina",61.75000000000001,19.84,1.66,0.83
1892,"Alexander County, North Carolina",85.84,5.3,1.08,0.4
1893,"Alleghany County, North Carolina",87.66000000000001,0.96,0.13999999999999999,0.43
1894,"Anson County, North Carolina",48.480000000000004,44.76,1.0,0.48
1895,"Ashe County, North Carolina",91.94,0.48,0.38999999999999996,0.29
1896,"Avery County, North Carolina",88.42999999999999,3.73,0.35000000000000003,0.5
1897,"Beaufort County, North Carolina",66.78,23.07,0.37,0.38
1898,"Bertie County, North Carolina",35.35,59.78,0.35000000000000003,0.35000000000000003
1899,"Bladen County, North Carolina",54.39000000000001,32.35,0.16,2.7
1900,"Brunswick County, North Carolina",82.16,8.450000000000001,0.67,0.66
1901,"Buncombe County, North Carolina",81.23,5.680000000000001,1.23,0.45999999999999996
1902,"Burke County, North Carolina",79.56,5.54,3.62,1.53
1903,"Cabarrus County, North Carolina",61.01,18.88,5.3100000000000005,0.5
1904,"Caldwell County, North Carolina",85.38,4.8500000000000005,0.6799999999999999,0.42
1905,"Camden County, North Carolina",80.27,10.190000000000001,1.15,0.47000000000000003
1906,"Carteret County, North Carolina",86.07000000000001,4.84,0.88,0.45999999999999996
1907,"Caswell County, North Carolina",62.6,30.009999999999998,0.27999999999999997,0.37
1908,"Catawba County, North Carolina",74.06,7.99,4.37,0.64
1909,"Chatham County, North Carolina",71.35000000000001,10.37,2.13,0.62
1910,"Cherokee County, North Carolina",89.11,1.32,0.5499999999999999,1.52
1911,"Chowan County, North Carolina",60.919999999999995,32.16,0.29,0.33999999999999997
1912,"Clay County, North Carolina",91.53,0.59,0.36,0.4
1913,"Cleveland County, North Carolina",71.41999999999999,20.26,0.8699999999999999,0.27999999999999997
1914,"Columbus County, North Carolina",60.01,28.810000000000002,0.32,3.42
1915,"Craven County, North Carolina",66.23,20.06,3.0700000000000003,0.41000000000000003
1916,"Cumberland County, North Carolina",42.4,38.12,2.74,1.66
1917,"Currituck County, North Carolina",84.98,4.95,0.98,0.42
1918,"Dare County, North Carolina",87.85,1.9,0.72,0.49
1919,"Davidson County, North Carolina",78.09,9.51,1.46,0.6
1920,"Davie County, North Carolina",82.74000000000001,5.6899999999999995,0.66,0.49
1921,"Duplin County, North Carolina",53.54,23.82,0.36,1.0
1922,"Durham County, North Carolina",42.86,34.050000000000004,5.18,0.7000000000000001
1923,"Edgecombe County, North Carolina",36.059999999999995,56.089999999999996,0.22999999999999998,0.4
1924,"Forsyth County, North Carolina",56.16,24.92,2.4299999999999997,0.66
1925,"Franklin County, North Carolina",63.4,23.32,0.6799999999999999,0.72
1926,"Gaston County, North Carolina",68.78999999999999,17.69,1.55,0.48
1927,"Gates County, North Carolina",64.53999999999999,28.849999999999998,0.24,0.6799999999999999
1928,"Graham County, North Carolina",86.09,0.62,0.27,7.35
1929,"Granville County, North Carolina",56.69,30.23,0.61,0.61
1930,"Greene County, North Carolina",48.86,35.449999999999996,0.18,0.91
1931,"Guilford County, North Carolina",48.67,33.6,5.34,0.59
1932,"Halifax County, North Carolina",39.7,51.1,0.58,3.4299999999999997
1933,"Harnett County, North Carolina",61.29,20.53,1.1199999999999999,1.0699999999999998
1934,"Haywood County, North Carolina",90.9,1.0699999999999998,0.6,0.59
1935,"Henderson County, North Carolina",80.97,2.91,1.16,0.49
1936,"Hertford County, North Carolina",35.370000000000005,57.49999999999999,0.5700000000000001,0.96
1937,"Hoke County, North Carolina",40.38,32.190000000000005,1.44,7.8
1938,"Hyde County, North Carolina",64.42,25.47,0.15,0.22
1939,"Iredell County, North Carolina",74.65,11.61,2.56,0.38
1940,"Jackson County, North Carolina",77.53999999999999,1.9900000000000002,1.1900000000000002,9.51
1941,"Johnston County, North Carolina",65.94,15.620000000000001,0.8699999999999999,0.8200000000000001
1942,"Jones County, North Carolina",63.970000000000006,28.12,0.37,0.67
1943,"Lee County, North Carolina",60.699999999999996,17.2,1.05,0.84
1944,"Lenoir County, North Carolina",49.19,40.27,0.61,0.33
1945,"Lincoln County, North Carolina",83.77,5.16,0.8200000000000001,0.38
1946,"McDowell County, North Carolina",86.04,3.8899999999999997,0.8699999999999999,0.49
1947,"Macon County, North Carolina",86.72,0.69,0.72,0.75
1948,"Madison County, North Carolina",91.41,1.01,0.41000000000000003,0.33999999999999997
1949,"Martin County, North Carolina",52.76,40.5,0.44999999999999996,0.37
1950,"Mecklenburg County, North Carolina",46.67,29.630000000000003,6.460000000000001,0.6
1951,"Mitchell County, North Carolina",91.67999999999999,0.36,0.36,0.2
1952,"Montgomery County, North Carolina",65.7,16.41,1.53,0.54
1953,"Moore County, North Carolina",77.22,10.7,1.27,0.83
1954,"Nash County, North Carolina",49.89,38.92,0.96,0.7799999999999999
1955,"New Hanover County, North Carolina",75.69,12.13,1.5599999999999998,0.45999999999999996
1956,"Northampton County, North Carolina",39.58,55.46,0.16,0.27999999999999997
1957,"Onslow County, North Carolina",67.0,13.700000000000001,2.31,0.7100000000000001
1958,"Orange County, North Carolina",66.64,10.66,8.52,0.5700000000000001
1959,"Pamlico County, North Carolina",75.07000000000001,16.79,0.51,0.47000000000000003
1960,"Pasquotank County, North Carolina",54.279999999999994,35.69,1.16,0.53
1961,"Pender County, North Carolina",75.25,12.659999999999998,0.5700000000000001,0.59
1962,"Perquimans County, North Carolina",72.37,20.880000000000003,0.3,0.3
1963,"Person County, North Carolina",65.36,25.419999999999998,0.32,0.72
1964,"Pitt County, North Carolina",52.16,35.49,1.81,0.42
1965,"Polk County, North Carolina",87.61,3.61,0.31,0.42
1966,"Randolph County, North Carolina",77.31,6.069999999999999,1.51,0.8
1967,"Richmond County, North Carolina",55.81,29.99,0.8500000000000001,2.42
1968,"Robeson County, North Carolina",25.779999999999998,22.68,0.7799999999999999,38.51
1969,"Rockingham County, North Carolina",71.83,18.43,0.5499999999999999,0.48
1970,"Rowan County, North Carolina",69.92,15.67,1.04,0.52
1971,"Rutherford County, North Carolina",81.94,9.16,0.54,0.35000000000000003
1972,"Sampson County, North Carolina",52.94,23.94,0.38999999999999996,2.19
1973,"Scotland County, North Carolina",42.14,38.519999999999996,1.0,10.96
1974,"Stanly County, North Carolina",78.63,11.33,1.83,0.44
1975,"Stokes County, North Carolina",89.77000000000001,3.6900000000000004,0.36,0.41000000000000003
1976,"Surry County, North Carolina",83.11,3.4799999999999995,0.53,0.44
1977,"Swain County, North Carolina",61.19,0.77,0.38,29.549999999999997
1978,"Transylvania County, North Carolina",87.79,3.1399999999999997,0.52,0.38
1979,"Tyrrell County, North Carolina",58.64,28.910000000000004,1.3299999999999998,0.15
1980,"Union County, North Carolina",69.49,11.32,4.02,0.51
1981,"Vance County, North Carolina",39.18,49.88,0.67,0.38
1982,"Wake County, North Carolina",58.78,18.459999999999997,8.59,0.51
1983,"Warren County, North Carolina",38.91,48.89,0.33,5.25
1984,"Washington County, North Carolina",45.43,48.85,0.33999999999999997,0.21
1985,"Watauga County, North Carolina",84.54,3.9699999999999998,1.7500000000000002,0.24
1986,"Wayne County, North Carolina",53.23,30.509999999999998,1.35,0.58
1987,"Wilkes County, North Carolina",86.56,3.9899999999999998,0.49,0.33
1988,"Wilson County, North Carolina",47.4,38.2,1.1400000000000001,0.62
1989,"Yadkin County, North Carolina",82.88,3.05,0.38,0.5499999999999999
1990,"Yancey County, North Carolina",91.32000000000001,0.59,0.22,0.44
1991,"Adams County, North Dakota",92.67999999999999,0.59,1.77,0.64
1992,"Barnes County, North Dakota",92.36999999999999,1.71,0.64,0.95
1993,"Benson County, North Dakota",42.620000000000005,0.12,0.12,53.92
1994,"Billings County, North Dakota",96.39999999999999,0.42,0.64,0.53
1995,"Bottineau County, North Dakota",90.2,0.49,0.66,3.4000000000000004
1996,"Bowman County, North Dakota",93.32000000000001,0.0,0.5700000000000001,1.24
1997,"Burke County, North Dakota",94.59,0.59,0.5499999999999999,1.1400000000000001
1998,"Burleigh County, North Dakota",86.48,2.32,1.0699999999999998,4.32
1999,"Cass County, North Dakota",82.0,7.03,3.29,1.4200000000000002
2000,"Cavalier County, North Dakota",94.6,0.08,0.43,0.76
2001,"Dickey County, North Dakota",92.58,0.5599999999999999,0.6,0.5599999999999999
2002,"Divide County, North Dakota",93.58,1.05,0.5,0.8699999999999999
2003,"Dunn County, North Dakota",80.02,0.61,0.8099999999999999,11.16
2004,"Eddy County, North Dakota",89.86,0.21,0.09,2.77
2005,"Emmons County, North Dakota",96.3,0.0,0.36,0.38999999999999996
2006,"Foster County, North Dakota",94.55,0.24,0.44,0.59
2007,"Golden Valley County, North Dakota",93.32000000000001,0.29,0.06,0.69
2008,"Grand Forks County, North Dakota",82.08,4.19,3.4099999999999997,2.4699999999999998
2009,"Grant County, North Dakota",94.57,0.44,0.48,1.48
2010,"Griggs County, North Dakota",95.62,0.35000000000000003,0.3,0.52
2011,"Hettinger County, North Dakota",93.49,0.2,0.27999999999999997,1.81
2012,"Kidder County, North Dakota",95.16,0.13,0.08,0.5
2013,"LaMoure County, North Dakota",95.85000000000001,0.33999999999999997,0.22,0.64
2014,"Logan County, North Dakota",94.78,0.11,0.0,0.75
2015,"McHenry County, North Dakota",94.56,0.21,0.24,0.51
2016,"McIntosh County, North Dakota",94.47,0.27999999999999997,0.91,0.27999999999999997
2017,"McKenzie County, North Dakota",72.35000000000001,1.48,1.16,12.879999999999999
2018,"McLean County, North Dakota",86.02,0.33,0.49,8.27
2019,"Mercer County, North Dakota",91.28,0.5,0.53,2.4
2020,"Morton County, North Dakota",87.56,1.4000000000000001,0.53,3.9699999999999998
2021,"Mountrail County, North Dakota",58.17,1.15,1.0699999999999998,28.95
2022,"Nelson County, North Dakota",94.96,0.2,0.3,0.86
2023,"Oliver County, North Dakota",93.61,0.16,0.27,1.28
2024,"Pembina County, North Dakota",90.2,0.42,0.4,1.97
2025,"Pierce County, North Dakota",91.14999999999999,0.95,0.43,3.66
2026,"Ramsey County, North Dakota",81.33,0.63,0.62,11.0
2027,"Ransom County, North Dakota",94.69,0.67,0.44,0.32
2028,"Renville County, North Dakota",94.69999999999999,0.22,0.04,0.66
2029,"Richland County, North Dakota",89.99000000000001,0.9400000000000001,0.77,2.83
2030,"Rolette County, North Dakota",19.03,0.13999999999999999,0.21,76.13
2031,"Sargent County, North Dakota",93.19,1.3,0.36,0.33999999999999997
2032,"Sheridan County, North Dakota",94.15,0.16,0.63,0.8699999999999999
2033,"Sioux County, North Dakota",10.290000000000001,0.08,0.05,85.48
2034,"Slope County, North Dakota",96.32,0.43,0.0,0.27999999999999997
2035,"Stark County, North Dakota",85.97,3.1199999999999997,1.06,1.39
2036,"Steele County, North Dakota",96.33,0.16999999999999998,0.0,0.38999999999999996
2037,"Stutsman County, North Dakota",91.34,2.11,0.63,1.39
2038,"Towner County, North Dakota",91.91,0.09,0.45999999999999996,3.2800000000000002
2039,"Traill County, North Dakota",92.66,0.6,0.22999999999999998,0.9299999999999999
2040,"Walsh County, North Dakota",86.00999999999999,0.67,0.44999999999999996,1.37
2041,"Ward County, North Dakota",81.58,4.33,1.6,2.44
2042,"Wells County, North Dakota",95.46,0.44999999999999996,0.3,0.43
2043,"Williams County, North Dakota",77.79,5.12,1.55,2.93
2044,"Adams County, Ohio",95.63000000000001,0.31,0.13999999999999999,0.27999999999999997
2045,"Allen County, Ohio",79.01,12.3,0.8200000000000001,0.29
2046,"Ashland County, Ohio",93.89999999999999,0.75,0.61,0.22
2047,"Ashtabula County, Ohio",87.61,3.6999999999999997,0.36,0.21
2048,"Athens County, Ohio",87.32,4.64,1.96,0.4
2049,"Auglaize County, Ohio",94.63000000000001,0.52,0.5499999999999999,0.19
2050,"Belmont County, Ohio",91.47999999999999,3.18,0.4,0.13
2051,"Brown County, Ohio",94.42,0.7000000000000001,0.22,0.16999999999999998
2052,"Butler County, Ohio",76.62,8.89,4.03,0.38
2053,"Carroll County, Ohio",94.71000000000001,0.45999999999999996,0.2,0.29
2054,"Champaign County, Ohio",92.0,1.78,0.33,0.24
2055,"Clark County, Ohio",81.67999999999999,8.97,0.66,0.31
2056,"Clermont County, Ohio",90.62,1.6,1.22,0.22
2057,"Clinton County, Ohio",91.59,1.9800000000000002,0.49,0.25
2058,"Columbiana County, Ohio",92.42,2.08,0.33999999999999997,0.31
2059,"Coshocton County, Ohio",94.86,1.08,0.27999999999999997,0.16999999999999998
2060,"Crawford County, Ohio",94.35,0.76,0.33,0.1
