Federal Information Processing Standards (FIPS) Code,State,Area name,Rural-Urban Continuum Code 2013,Population 1990,Population 2000,Population 2010,Population 2020,Population 2021
29095,MO,Jackson County,1,633234.00 ,654941.00 ,674158.00 ,717204.00 ,716862.00 
29097,MO,Jasper County,3,90465.00 ,104704.00 ,117404.00 ,122761.00 ,123155.00 
29099,MO,Jefferson County,1,171380.00 ,198362.00 ,218733.00 ,226739.00 ,227771.00 
29101,MO,Johnson County,4,42514.00 ,48270.00 ,52595.00 ,54013.00 ,54150.00 
29103,MO,Knox County,9,4482.00 ,4360.00 ,4131.00 ,3744.00 ,3808.00 
29105,MO,Laclede County,6,27158.00 ,32532.00 ,35571.00 ,36039.00 ,36133.00 
29107,MO,Lafayette County,1,31107.00 ,32939.00 ,33381.00 ,32984.00 ,32817.00 
29109,MO,Lawrence County,6,30236.00 ,35216.00 ,38634.00 ,38001.00 ,38321.00 
29111,MO,Lewis County,9,10233.00 ,10487.00 ,10211.00 ,10032.00 ,10000.00 
29113,MO,Lincoln County,1,28892.00 ,38916.00 ,52566.00 ,59574.00 ,61586.00 
29115,MO,Linn County,7,13885.00 ,13754.00 ,12761.00 ,11874.00 ,11843.00 
29117,MO,Livingston County,6,14592.00 ,14562.00 ,15195.00 ,14557.00 ,14755.00 
29119,MO,McDonald County,2,16938.00 ,21684.00 ,23083.00 ,23303.00 ,23383.00 
29121,MO,Macon County,7,15345.00 ,15760.00 ,15566.00 ,15209.00 ,15183.00 
29123,MO,Madison County,6,11127.00 ,11851.00 ,12226.00 ,12626.00 ,12652.00 
29125,MO,Maries County,8,7976.00 ,8924.00 ,9176.00 ,8432.00 ,8406.00 
29127,MO,Marion County,5,27682.00 ,28267.00 ,28781.00 ,28525.00 ,28518.00 
29129,MO,Mercer County,9,3723.00 ,3756.00 ,3785.00 ,3538.00 ,3488.00 
29131,MO,Miller County,6,20700.00 ,23562.00 ,24748.00 ,24722.00 ,24909.00 
29133,MO,Mississippi County,6,14442.00 ,13430.00 ,14358.00 ,12577.00 ,12538.00 
29135,MO,Moniteau County,3,12298.00 ,14829.00 ,15607.00 ,15473.00 ,15484.00 
29137,MO,Monroe County,9,9104.00 ,9320.00 ,8840.00 ,8666.00 ,8712.00 
29139,MO,Montgomery County,6,11355.00 ,12140.00 ,12236.00 ,11322.00 ,11415.00 
29141,MO,Morgan County,8,15574.00 ,19239.00 ,20565.00 ,21006.00 ,21379.00 
29143,MO,New Madrid County,7,20928.00 ,19691.00 ,18956.00 ,16434.00 ,16035.00 
29145,MO,Newton County,3,44445.00 ,52596.00 ,58114.00 ,58648.00 ,59386.00 
29147,MO,Nodaway County,6,21709.00 ,21913.00 ,23370.00 ,21241.00 ,21160.00 
29149,MO,Oregon County,9,9470.00 ,10332.00 ,10881.00 ,8635.00 ,8631.00 
29151,MO,Osage County,3,12018.00 ,13019.00 ,13878.00 ,13274.00 ,13379.00 
29153,MO,Ozark County,9,8598.00 ,9536.00 ,9723.00 ,8553.00 ,8782.00 
29155,MO,Pemiscot County,7,21921.00 ,20079.00 ,18296.00 ,15661.00 ,15236.00 
29157,MO,Perry County,6,16648.00 ,18120.00 ,18971.00 ,18956.00 ,18922.00 
29159,MO,Pettis County,4,35437.00 ,39418.00 ,42201.00 ,42980.00 ,43188.00 
29161,MO,Phelps County,5,35248.00 ,39826.00 ,45156.00 ,44638.00 ,44937.00 
29163,MO,Pike County,6,15969.00 ,18347.00 ,18516.00 ,17587.00 ,17761.00 
29165,MO,Platte County,1,57867.00 ,73826.00 ,89322.00 ,106718.00 ,108569.00 
29167,MO,Polk County,2,21826.00 ,26922.00 ,31137.00 ,31519.00 ,32043.00 
29169,MO,Pulaski County,5,41307.00 ,41170.00 ,52274.00 ,53955.00 ,53816.00 
29171,MO,Putnam County,9,5079.00 ,5216.00 ,4979.00 ,4681.00 ,4712.00 
29173,MO,Ralls County,9,8476.00 ,9632.00 ,10167.00 ,10355.00 ,10361.00 
29175,MO,Randolph County,6,24370.00 ,24663.00 ,25414.00 ,24716.00 ,24760.00 
29177,MO,Ray County,1,21968.00 ,23374.00 ,23494.00 ,23158.00 ,23008.00 
29179,MO,Reynolds County,9,6661.00 ,6687.00 ,6696.00 ,6096.00 ,6087.00 
29181,MO,Ripley County,9,12303.00 ,13505.00 ,14100.00 ,10679.00 ,10617.00 
29183,MO,St. Charles County,1,212751.00 ,283939.00 ,360485.00 ,405262.00 ,409981.00 
29185,MO,St. Clair County,8,8457.00 ,9652.00 ,9805.00 ,9284.00 ,9376.00 
29186,MO,Ste. Genevieve County,6,16037.00 ,17819.00 ,18145.00 ,18479.00 ,18588.00 
29187,MO,St. Francois County,4,48904.00 ,55643.00 ,65359.00 ,66922.00 ,67541.00 
29189,MO,St. Louis County,1,993508.00 ,1016202.00 ,998954.00 ,1004125.00 ,997187.00 
29195,MO,Saline County,6,23523.00 ,23764.00 ,23370.00 ,23333.00 ,23289.00 
29197,MO,Schuyler County,9,4236.00 ,4173.00 ,4431.00 ,4032.00 ,4025.00 
29199,MO,Scotland County,9,4822.00 ,4983.00 ,4843.00 ,4716.00 ,4693.00 
29201,MO,Scott County,4,39376.00 ,40437.00 ,39191.00 ,38059.00 ,37840.00 
29203,MO,Shannon County,9,7613.00 ,8319.00 ,8441.00 ,7031.00 ,7106.00 
29205,MO,Shelby County,9,6942.00 ,6808.00 ,6373.00 ,6103.00 ,5976.00 
29207,MO,Stoddard County,6,28895.00 ,29720.00 ,29968.00 ,28672.00 ,28479.00 
29209,MO,Stone County,6,19078.00 ,28505.00 ,32202.00 ,31076.00 ,31548.00 
29211,MO,Sullivan County,9,6326.00 ,7228.00 ,6714.00 ,5999.00 ,5934.00 
29213,MO,Taney County,4,25561.00 ,39776.00 ,51675.00 ,56066.00 ,56387.00 
29215,MO,Texas County,9,21476.00 ,22996.00 ,26008.00 ,24487.00 ,24987.00 
29217,MO,Vernon County,7,19041.00 ,20449.00 ,21159.00 ,19707.00 ,19595.00 
29219,MO,Warren County,1,19534.00 ,24536.00 ,32513.00 ,35532.00 ,36518.00 
29221,MO,Washington County,6,20380.00 ,23318.00 ,25195.00 ,23514.00 ,23502.00 
29223,MO,Wayne County,9,11543.00 ,13237.00 ,13521.00 ,10974.00 ,10914.00 
29225,MO,Webster County,2,23753.00 ,31041.00 ,36202.00 ,39085.00 ,39735.00 
29227,MO,Worth County,9,2440.00 ,2384.00 ,2171.00 ,1973.00 ,1983.00 
29229,MO,Wright County,6,16758.00 ,17937.00 ,18815.00 ,18188.00 ,18610.00 
29510,MO,St. Louis city,1,396685.00 ,348192.00 ,319294.00 ,301578.00 ,293310.00 
30000,MT,Montana,,799065.00 ,902200.00 ,989415.00 ,1084225.00 ,1104271.00 
30001,MT,Beaverhead County,7,8424.00 ,9192.00 ,9246.00 ,9371.00 ,9524.00 
30003,MT,Big Horn County,6,11337.00 ,12676.00 ,12865.00 ,13124.00 ,12957.00 
30005,MT,Blaine County,9,6728.00 ,7009.00 ,6491.00 ,7044.00 ,6980.00 
30007,MT,Broadwater County,9,3318.00 ,4380.00 ,5612.00 ,6774.00 ,7288.00 
30009,MT,Carbon County,3,8080.00 ,9545.00 ,10078.00 ,10473.00 ,10847.00 
30011,MT,Carter County,9,1503.00 ,1358.00 ,1160.00 ,1415.00 ,1428.00 
30013,MT,Cascade County,3,77691.00 ,80356.00 ,81327.00 ,84414.00 ,84511.00 
30015,MT,Chouteau County,8,5452.00 ,5962.00 ,5813.00 ,5895.00 ,5916.00 
30017,MT,Custer County,7,11697.00 ,11694.00 ,11699.00 ,11867.00 ,11916.00 
30019,MT,Daniels County,9,2266.00 ,2017.00 ,1751.00 ,1661.00 ,1686.00 
30021,MT,Dawson County,7,9505.00 ,9059.00 ,8966.00 ,8940.00 ,8904.00 
30023,MT,Deer Lodge County,7,10356.00 ,9416.00 ,9298.00 ,9421.00 ,9491.00 
30025,MT,Fallon County,9,3103.00 ,2835.00 ,2890.00 ,3049.00 ,3017.00 
30027,MT,Fergus County,7,12083.00 ,11905.00 ,11586.00 ,11446.00 ,11617.00 
30029,MT,Flathead County,5,59218.00 ,74507.00 ,90928.00 ,104357.00 ,108454.00 
30031,MT,Gallatin County,5,50484.00 ,67837.00 ,89513.00 ,118960.00 ,122713.00 
30033,MT,Garfield County,9,1589.00 ,1279.00 ,1206.00 ,1173.00 ,1209.00 
30035,MT,Glacier County,7,12121.00 ,13240.00 ,13399.00 ,13778.00 ,13785.00 
30037,MT,Golden Valley County,3,912.00 ,1040.00 ,884.00 ,823.00 ,831.00 
30039,MT,Granite County,8,2548.00 ,2841.00 ,3079.00 ,3309.00 ,3344.00 
30041,MT,Hill County,7,17654.00 ,16671.00 ,16096.00 ,16309.00 ,16179.00 
30043,MT,Jefferson County,9,7939.00 ,10034.00 ,11406.00 ,12085.00 ,12470.00 
30045,MT,Judith Basin County,8,2282.00 ,2326.00 ,2072.00 ,2023.00 ,2044.00 
30047,MT,Lake County,6,21041.00 ,26482.00 ,28746.00 ,31134.00 ,32033.00 
30049,MT,Lewis and Clark County,5,47495.00 ,55716.00 ,63395.00 ,70973.00 ,72223.00 
30051,MT,Liberty County,9,2295.00 ,2158.00 ,2339.00 ,1959.00 ,1946.00 
30053,MT,Lincoln County,7,17481.00 ,18820.00 ,19687.00 ,19677.00 ,20525.00 
30055,MT,McCone County,9,2276.00 ,1971.00 ,1734.00 ,1729.00 ,1718.00 
30057,MT,Madison County,9,5989.00 ,6848.00 ,7691.00 ,8623.00 ,8917.00 
30059,MT,Meagher County,9,1819.00 ,1928.00 ,1891.00 ,1927.00 ,1964.00 
30061,MT,Mineral County,8,3315.00 ,3871.00 ,4223.00 ,4535.00 ,4860.00 
30063,MT,Missoula County,3,78687.00 ,95803.00 ,109299.00 ,117922.00 ,119533.00 
30065,MT,Musselshell County,8,4106.00 ,4492.00 ,4538.00 ,4730.00 ,4896.00 
30067,MT,Park County,7,14515.00 ,15694.00 ,15636.00 ,17191.00 ,17473.00 
30069,MT,Petroleum County,9,519.00 ,493.00 ,494.00 ,496.00 ,519.00 
30071,MT,Phillips County,9,5163.00 ,4601.00 ,4253.00 ,4217.00 ,4192.00 
30073,MT,Pondera County,7,6433.00 ,6425.00 ,6153.00 ,5898.00 ,5994.00 
30075,MT,Powder River County,9,2090.00 ,1858.00 ,1743.00 ,1694.00 ,1702.00 
30077,MT,Powell County,6,6620.00 ,7185.00 ,7027.00 ,6946.00 ,6999.00 
30079,MT,Prairie County,9,1383.00 ,1199.00 ,1179.00 ,1088.00 ,1091.00 
30081,MT,Ravalli County,6,25010.00 ,36093.00 ,40212.00 ,44174.00 ,45959.00 
30083,MT,Richland County,7,10716.00 ,9666.00 ,9746.00 ,11491.00 ,11283.00 
30085,MT,Roosevelt County,7,10999.00 ,10632.00 ,10425.00 ,10794.00 ,10821.00 
30087,MT,Rosebud County,9,10505.00 ,9389.00 ,9233.00 ,8329.00 ,8124.00 
30089,MT,Sanders County,8,8669.00 ,10238.00 ,11413.00 ,12400.00 ,12959.00 
30091,MT,Sheridan County,9,4732.00 ,4105.00 ,3384.00 ,3539.00 ,3527.00 
30093,MT,Silver Bow County,5,33941.00 ,34625.00 ,34200.00 ,35133.00 ,35411.00 
30095,MT,Stillwater County,8,6536.00 ,8221.00 ,9117.00 ,8963.00 ,9044.00 
30097,MT,Sweet Grass County,9,3154.00 ,3601.00 ,3651.00 ,3678.00 ,3723.00 
30099,MT,Teton County,8,6271.00 ,6449.00 ,6073.00 ,6226.00 ,6269.00 
30101,MT,Toole County,7,5046.00 ,5255.00 ,5324.00 ,4971.00 ,5011.00 
30103,MT,Treasure County,8,874.00 ,857.00 ,718.00 ,762.00 ,768.00 
30105,MT,Valley County,7,8239.00 ,7673.00 ,7369.00 ,7578.00 ,7537.00 
30107,MT,Wheatland County,9,2246.00 ,2259.00 ,2168.00 ,2069.00 ,2059.00 
30109,MT,Wibaux County,9,1191.00 ,1067.00 ,1017.00 ,937.00 ,934.00 
30111,MT,Yellowstone County,3,113419.00 ,129347.00 ,147972.00 ,164731.00 ,167146.00 
31000,NE,Nebraska,,1578417.00 ,1711230.00 ,1826341.00 ,1961504.00 ,1963692.00 
31001,NE,Adams County,4,29625.00 ,31150.00 ,31364.00 ,31205.00 ,31027.00 
31003,NE,Antelope County,9,7965.00 ,7447.00 ,6685.00 ,6295.00 ,6279.00 
31005,NE,Arthur County,9,462.00 ,444.00 ,460.00 ,434.00 ,439.00 
31007,NE,Banner County,9,852.00 ,815.00 ,690.00 ,674.00 ,692.00 
31009,NE,Blaine County,9,675.00 ,583.00 ,478.00 ,431.00 ,461.00 
31011,NE,Boone County,9,6667.00 ,6259.00 ,5505.00 ,5379.00 ,5386.00 
31013,NE,Box Butte County,7,13130.00 ,12159.00 ,11308.00 ,10842.00 ,10604.00 
31015,NE,Boyd County,9,2835.00 ,2443.00 ,2099.00 ,1810.00 ,1789.00 
31017,NE,Brown County,9,3657.00 ,3525.00 ,3145.00 ,2903.00 ,2908.00 
31019,NE,Buffalo County,4,37447.00 ,42232.00 ,46102.00 ,50084.00 ,50339.00 
31021,NE,Burt County,8,7868.00 ,7791.00 ,6858.00 ,6722.00 ,6709.00 
31023,NE,Butler County,6,8601.00 ,8857.00 ,8395.00 ,8369.00 ,8444.00 
31025,NE,Cass County,2,21318.00 ,24319.00 ,25241.00 ,26598.00 ,27017.00 
31027,NE,Cedar County,9,10131.00 ,9626.00 ,8852.00 ,8380.00 ,8330.00 
31029,NE,Chase County,9,4381.00 ,4068.00 ,3966.00 ,3893.00 ,3826.00 
31031,NE,Cherry County,7,6307.00 ,6149.00 ,5713.00 ,5455.00 ,5458.00 
31033,NE,Cheyenne County,7,9494.00 ,9833.00 ,9998.00 ,9468.00 ,9529.00 
31035,NE,Clay County,8,7123.00 ,7036.00 ,6542.00 ,6104.00 ,6078.00 
31037,NE,Colfax County,7,9139.00 ,10434.00 ,10515.00 ,10582.00 ,10498.00 
31039,NE,Cuming County,7,10117.00 ,10203.00 ,9139.00 ,9013.00 ,8984.00 
31041,NE,Custer County,7,12270.00 ,11794.00 ,10939.00 ,10545.00 ,10460.00 
31043,NE,Dakota County,3,16742.00 ,20265.00 ,21006.00 ,21582.00 ,21241.00 
31045,NE,Dawes County,7,9021.00 ,9060.00 ,9182.00 ,8199.00 ,8148.00 
31047,NE,Dawson County,7,19940.00 ,24370.00 ,24326.00 ,24111.00 ,23898.00 
31049,NE,Deuel County,9,2237.00 ,2089.00 ,1941.00 ,1838.00 ,1865.00 
31051,NE,Dixon County,3,6143.00 ,6277.00 ,6000.00 ,5606.00 ,5545.00 
31053,NE,Dodge County,4,34500.00 ,36150.00 ,36691.00 ,37167.00 ,37103.00 
31055,NE,Douglas County,2,416444.00 ,463567.00 ,517110.00 ,584526.00 ,585008.00 
31057,NE,Dundy County,9,2582.00 ,2292.00 ,2008.00 ,1654.00 ,1635.00 
31059,NE,Fillmore County,8,7103.00 ,6634.00 ,5890.00 ,5551.00 ,5546.00 
31061,NE,Franklin County,9,3938.00 ,3569.00 ,3225.00 ,2889.00 ,2903.00 
31063,NE,Frontier County,9,3101.00 ,3089.00 ,2756.00 ,2519.00 ,2555.00 
31065,NE,Furnas County,9,5553.00 ,5324.00 ,4959.00 ,4636.00 ,4604.00 
31067,NE,Gage County,6,22794.00 ,22992.00 ,22311.00 ,21704.00 ,21616.00 
31069,NE,Garden County,9,2460.00 ,2294.00 ,2057.00 ,1874.00 ,1847.00 
31071,NE,Garfield County,9,2141.00 ,1902.00 ,2049.00 ,1813.00 ,1839.00 
31073,NE,Gosper County,9,1928.00 ,2143.00 ,2044.00 ,1893.00 ,1824.00 
31075,NE,Grant County,9,769.00 ,735.00 ,614.00 ,611.00 ,579.00 
31077,NE,Greeley County,8,3006.00 ,2714.00 ,2538.00 ,2188.00 ,2169.00 
31079,NE,Hall County,3,48925.00 ,53577.00 ,58607.00 ,62895.00 ,61979.00 
31081,NE,Hamilton County,3,8862.00 ,9408.00 ,9124.00 ,9429.00 ,9386.00 
31083,NE,Harlan County,9,3810.00 ,3783.00 ,3423.00 ,3073.00 ,3091.00 
31085,NE,Hayes County,9,1222.00 ,1068.00 ,967.00 ,856.00 ,843.00 
31087,NE,Hitchcock County,9,3750.00 ,3110.00 ,2908.00 ,2616.00 ,2586.00 
31089,NE,Holt County,7,12599.00 ,11544.00 ,10435.00 ,10127.00 ,10049.00 
31091,NE,Hooker County,9,793.00 ,783.00 ,736.00 ,711.00 ,734.00 
31093,NE,Howard County,3,6057.00 ,6561.00 ,6274.00 ,6475.00 ,6531.00 
31095,NE,Jefferson County,7,8759.00 ,8340.00 ,7547.00 ,7240.00 ,7176.00 
31097,NE,Johnson County,8,4673.00 ,4488.00 ,5217.00 ,5290.00 ,5316.00 
31099,NE,Kearney County,7,6629.00 ,6887.00 ,6489.00 ,6688.00 ,6674.00 
31101,NE,Keith County,7,8584.00 ,8868.00 ,8368.00 ,8335.00 ,8279.00 
31103,NE,Keya Paha County,9,1029.00 ,985.00 ,824.00 ,769.00 ,787.00 
31105,NE,Kimball County,8,4108.00 ,4085.00 ,3821.00 ,3434.00 ,3412.00 
31107,NE,Knox County,9,9564.00 ,9370.00 ,8701.00 ,8391.00 ,8401.00 
31109,NE,Lancaster County,2,213641.00 ,250307.00 ,285407.00 ,322608.00 ,324514.00 
31111,NE,Lincoln County,5,32508.00 ,34630.00 ,36288.00 ,34676.00 ,34133.00 
31113,NE,Logan County,9,878.00 ,774.00 ,763.00 ,716.00 ,687.00 
31115,NE,Loup County,9,683.00 ,712.00 ,632.00 ,607.00 ,604.00 
31117,NE,McPherson County,9,546.00 ,533.00 ,539.00 ,399.00 ,379.00 
31119,NE,Madison County,5,32655.00 ,35254.00 ,34876.00 ,35585.00 ,35337.00 
31121,NE,Merrick County,3,8062.00 ,8189.00 ,7845.00 ,7668.00 ,7665.00 
31123,NE,Morrill County,9,5423.00 ,5443.00 ,5042.00 ,4555.00 ,4574.00 
31125,NE,Nance County,8,4275.00 ,4042.00 ,3735.00 ,3380.00 ,3390.00 
31127,NE,Nemaha County,7,7980.00 ,7580.00 ,7248.00 ,7074.00 ,7064.00 
31129,NE,Nuckolls County,9,5786.00 ,5056.00 ,4500.00 ,4095.00 ,4060.00 
31131,NE,Otoe County,6,14252.00 ,15402.00 ,15740.00 ,15912.00 ,15930.00 
31133,NE,Pawnee County,9,3317.00 ,3089.00 ,2773.00 ,2544.00 ,2548.00 
31135,NE,Perkins County,9,3367.00 ,3199.00 ,2970.00 ,2858.00 ,2832.00 
31137,NE,Phelps County,7,9715.00 ,9746.00 ,9188.00 ,8968.00 ,8937.00 
31139,NE,Pierce County,9,7827.00 ,7843.00 ,7266.00 ,7317.00 ,7313.00 
31141,NE,Platte County,5,29820.00 ,31574.00 ,32237.00 ,34296.00 ,34241.00 
31143,NE,Polk County,9,5655.00 ,5629.00 ,5406.00 ,5214.00 ,5174.00 
31145,NE,Red Willow County,7,11705.00 ,11456.00 ,11055.00 ,10702.00 ,10623.00 
31147,NE,Richardson County,7,9937.00 ,9531.00 ,8363.00 ,7871.00 ,7759.00 
31149,NE,Rock County,9,2019.00 ,1754.00 ,1526.00 ,1262.00 ,1264.00 
31151,NE,Saline County,6,12715.00 ,13858.00 ,14200.00 ,14292.00 ,14192.00 
31153,NE,Sarpy County,2,102583.00 ,122633.00 ,158840.00 ,190604.00 ,193418.00 
31155,NE,Saunders County,2,18285.00 ,19827.00 ,20780.00 ,22278.00 ,22787.00 
31157,NE,Scotts Bluff County,5,36025.00 ,36952.00 ,36970.00 ,36084.00 ,35745.00 
31159,NE,Seward County,2,15450.00 ,16491.00 ,16750.00 ,17609.00 ,17603.00 
31161,NE,Sheridan County,9,6750.00 ,6186.00 ,5469.00 ,5127.00 ,5095.00 
31163,NE,Sherman County,8,3718.00 ,3312.00 ,3152.00 ,2959.00 ,2964.00 
31165,NE,Sioux County,9,1549.00 ,1475.00 ,1311.00 ,1135.00 ,1143.00 
31167,NE,Stanton County,9,6244.00 ,6453.00 ,6129.00 ,5842.00 ,5816.00 
31169,NE,Thayer County,9,6635.00 ,6042.00 ,5228.00 ,5034.00 ,4913.00 
31171,NE,Thomas County,9,851.00 ,728.00 ,647.00 ,669.00 ,673.00 
31173,NE,Thurston County,8,6936.00 ,7167.00 ,6940.00 ,6773.00 ,6620.00 
31175,NE,Valley County,9,5169.00 ,4651.00 ,4260.00 ,4059.00 ,4066.00 
31177,NE,Washington County,2,16607.00 ,18787.00 ,20234.00 ,20865.00 ,20969.00 
31179,NE,Wayne County,6,9364.00 ,9890.00 ,9595.00 ,9697.00 ,9784.00 
31181,NE,Webster County,9,4279.00 ,4055.00 ,3812.00 ,3395.00 ,3411.00 
31183,NE,Wheeler County,9,948.00 ,888.00 ,818.00 ,774.00 ,795.00 
31185,NE,York County,6,14428.00 ,14602.00 ,13665.00 ,14125.00 ,14244.00 
32000,NV,Nevada,,1201675.00 ,1998250.00 ,2700551.00 ,3104614.00 ,3143991.00 
32001,NV,Churchill County,6,17938.00 ,23984.00 ,24877.00 ,25516.00 ,25723.00 
32003,NV,Clark County,1,741368.00 ,1375741.00 ,1951269.00 ,2265461.00 ,2292476.00 
32005,NV,Douglas County,4,27637.00 ,41245.00 ,46997.00 ,49488.00 ,49870.00 
32007,NV,Elko County,5,33463.00 ,45287.00 ,48818.00 ,53702.00 ,53915.00 
32009,NV,Esmeralda County,9,1344.00 ,971.00 ,783.00 ,729.00 ,743.00 
32011,NV,Eureka County,9,1547.00 ,1651.00 ,1987.00 ,1855.00 ,1903.00 
32013,NV,Humboldt County,7,12844.00 ,16081.00 ,16528.00 ,17285.00 ,17648.00 
32015,NV,Lander County,7,6266.00 ,5790.00 ,5775.00 ,5734.00 ,5798.00 
32017,NV,Lincoln County,8,3775.00 ,4165.00 ,5345.00 ,4499.00 ,4525.00 
32019,NV,Lyon County,4,20001.00 ,34503.00 ,51980.00 ,59235.00 ,60903.00 
32021,NV,Mineral County,7,6475.00 ,5070.00 ,4772.00 ,4554.00 ,4586.00 
32023,NV,Nye County,4,17781.00 ,32522.00 ,43946.00 ,51591.00 ,53450.00 
32027,NV,Pershing County,9,4336.00 ,6711.00 ,6753.00 ,6650.00 ,6741.00 
32029,NV,Storey County,2,2526.00 ,3408.00 ,4010.00 ,4104.00 ,4143.00 
32031,NV,Washoe County,2,254667.00 ,339473.00 ,421407.00 ,486492.00 ,493392.00 
32033,NV,White Pine County,7,9264.00 ,9171.00 ,10030.00 ,9080.00 ,9182.00 
32510,NV,Carson City,3,40443.00 ,52477.00 ,55274.00 ,58639.00 ,58993.00 
33000,NH,New Hampshire,,1109252.00 ,1235807.00 ,1316470.00 ,1377529.00 ,1388992.00 
33001,NH,Belknap County,4,49216.00 ,56268.00 ,60088.00 ,63705.00 ,64460.00 
33003,NH,Carroll County,6,35410.00 ,43697.00 ,47818.00 ,50107.00 ,51500.00 
33005,NH,Cheshire County,4,70121.00 ,73811.00 ,77117.00 ,76458.00 ,77329.00 
33007,NH,Coos County,7,34828.00 ,33089.00 ,33055.00 ,31268.00 ,31289.00 
33009,NH,Grafton County,5,74929.00 ,81764.00 ,89118.00 ,91118.00 ,92201.00 
33011,NH,Hillsborough County,2,335838.00 ,380856.00 ,400721.00 ,422937.00 ,424079.00 
33013,NH,Merrimack County,4,120240.00 ,136264.00 ,146445.00 ,153808.00 ,155238.00 
33015,NH,Rockingham County,1,245845.00 ,277388.00 ,295223.00 ,314176.00 ,316947.00 
33017,NH,Strafford County,1,104233.00 ,112235.00 ,123143.00 ,130889.00 ,132416.00 
33019,NH,Sullivan County,7,38592.00 ,40435.00 ,43742.00 ,43063.00 ,43533.00 
34000,NJ,New Jersey,,7747750.00 ,8414764.00 ,8791894.00 ,9288994.00 ,9267130.00 
34001,NJ,Atlantic County,2,224327.00 ,253210.00 ,274549.00 ,274534.00 ,274966.00 
34003,NJ,Bergen County,1,825380.00 ,884179.00 ,905116.00 ,955732.00 ,953819.00 
34005,NJ,Burlington County,1,395066.00 ,423329.00 ,448734.00 ,461860.00 ,464269.00 
34007,NJ,Camden County,1,502824.00 ,507075.00 ,513657.00 ,523485.00 ,523771.00 
34009,NJ,Cape May County,3,95089.00 ,102323.00 ,97265.00 ,95263.00 ,95661.00 
34011,NJ,Cumberland County,3,138053.00 ,146454.00 ,156898.00 ,154152.00 ,153627.00 
34013,NJ,Essex County,1,777964.00 ,792235.00 ,783969.00 ,863728.00 ,854917.00 
34015,NJ,Gloucester County,1,230082.00 ,255946.00 ,288288.00 ,302294.00 ,304477.00 
34017,NJ,Hudson County,1,553099.00 ,609041.00 ,634266.00 ,724854.00 ,702463.00 
34019,NJ,Hunterdon County,1,107852.00 ,122110.00 ,128349.00 ,128947.00 ,129924.00 
34021,NJ,Mercer County,2,325759.00 ,350773.00 ,366513.00 ,387340.00 ,385898.00 
34023,NJ,Middlesex County,1,671712.00 ,750275.00 ,809858.00 ,863162.00 ,860807.00 
34025,NJ,Monmouth County,1,553192.00 ,615253.00 ,630380.00 ,643615.00 ,645354.00 
34027,NJ,Morris County,1,421330.00 ,470277.00 ,492276.00 ,509285.00 ,510981.00 
34029,NJ,Ocean County,1,433203.00 ,510950.00 ,576567.00 ,637229.00 ,648998.00 
34031,NJ,Passaic County,1,470872.00 ,490285.00 ,501226.00 ,524118.00 ,518117.00 
34033,NJ,Salem County,1,65294.00 ,64272.00 ,66083.00 ,64837.00 ,65046.00 
34035,NJ,Somerset County,1,240222.00 ,297544.00 ,323444.00 ,345361.00 ,345647.00 
34037,NJ,Sussex County,1,130936.00 ,144343.00 ,149265.00 ,144221.00 ,145543.00 
34039,NJ,Union County,1,493819.00 ,522507.00 ,536499.00 ,575345.00 ,572114.00 
34041,NJ,Warren County,2,91675.00 ,102383.00 ,108692.00 ,109632.00 ,110731.00 
35000,NM,New Mexico,,1515069.00 ,1819017.00 ,2059179.00 ,2117522.00 ,2115877.00 
35001,NM,Bernalillo County,2,480577.00 ,556120.00 ,662564.00 ,676444.00 ,674393.00 
35003,NM,Catron County,9,2563.00 ,3538.00 ,3725.00 ,3579.00 ,3731.00 
35005,NM,Chaves County,5,57849.00 ,61373.00 ,65645.00 ,65157.00 ,64629.00 
35006,NM,Cibola County,6,23794.00 ,25588.00 ,27213.00 ,27172.00 ,27184.00 
35007,NM,Colfax County,7,12925.00 ,14191.00 ,13750.00 ,12387.00 ,12369.00 
35009,NM,Curry County,5,42207.00 ,45050.00 ,48376.00 ,48430.00 ,47999.00 
35011,NM,De Baca County,9,2252.00 ,2240.00 ,2022.00 ,1698.00 ,1680.00 
35013,NM,Doña Ana County,3,135510.00 ,174880.00 ,209233.00 ,219561.00 ,221508.00 
35015,NM,Eddy County,5,48605.00 ,51633.00 ,53829.00 ,62314.00 ,60911.00 
35017,NM,Grant County,7,27676.00 ,31004.00 ,29514.00 ,28185.00 ,27889.00 
35019,NM,Guadalupe County,7,4156.00 ,4677.00 ,4687.00 ,4452.00 ,4449.00 
35021,NM,Harding County,9,987.00 ,807.00 ,695.00 ,657.00 ,639.00 
35023,NM,Hidalgo County,9,5958.00 ,5930.00 ,4894.00 ,4178.00 ,4074.00 
35025,NM,Lea County,5,55765.00 ,55528.00 ,64727.00 ,74455.00 ,73004.00 
35027,NM,Lincoln County,7,12219.00 ,19374.00 ,20497.00 ,20269.00 ,20436.00 
35028,NM,Los Alamos County,6,18115.00 ,18347.00 ,17950.00 ,19419.00 ,19330.00 
35029,NM,Luna County,6,18110.00 ,24986.00 ,25095.00 ,25427.00 ,25532.00 
35031,NM,McKinley County,5,60686.00 ,74795.00 ,71492.00 ,72902.00 ,71780.00 
35033,NM,Mora County,9,4264.00 ,5178.00 ,4881.00 ,4189.00 ,4196.00 
